image,name,price,description,features,latestUpdates,category,color,minPrice,maxPrice
https://stimg.cardekho.com/images/carexteriorimages/630x420/BMW/6-Series/10573/1689668691055/front-left-side-47.jpg?tr=w-664,BMW 6 Series,Rs.73.50 - 78.90 Lakh,"ARAI Mileage : 18.65 kmpl
Fuel Type : Diesel
Engine Displacement : 1995 cc
No. of Cylinders : 4
Max Power : 187.743bhp@4000rpm
Max Torque : 400Nm@1750-2500rpm
Seating Capacity : 4, 5
Transmission Type : Automatic
Body Type : Sedan
Ground Clearance Unladen : 124 mm","Power Steering
Power Windows Front
Anti Lock Braking System
Air Conditioner
Driver Airbag
Passenger Airbag
Automatic Climate Control
Fog Lights - Front
Alloy Wheels","BMW 6 Series Price: The 6 Series GT’s prices range from Rs 69.90 lakh to Rs 79.90 lakh (ex-showroom).

BMW 6 Series Variants: It is available in two broad trims: Luxury Line and M Sport.

BMW 6 Series Seating Capacity: It can seat up to 5 people.

BMW 6 Series Engine and Transmission: The 6 Series GT gets both petrol and diesel engines. BMW has equipped the 630i M Sport with a 2-litre four-cylinder petrol engine (258PS/400Nm), while the 620d Luxury Line comes with a 2-litre four-cylinder diesel (190PS/400Nm). The top-spec 630d M Sport is powered by a 3-litre in-line six-cylinder diesel motor (265PS/620Nm). An 8-speed automatic gearbox is offered as standard.

BMW 6 Series Features: BMW has packed the coupe with a digital driver’s display as well as a touchscreen infotainment system (both measuring 12.3-inches) that now supports Android Auto. It also gets ambient lighting, wireless phone charging, a dual-pane panoramic glass sunroof, four-zone climate control, two touchscreens at the rear (both measuring 10.25-inches), and a 16-speaker Harman Kardon sound system.

BMW 6 Series Safety: Safety features on board include multiple airbags, cornering brake control, ABS with brake assist, and vehicle stability control.

BMW 6 Series Rivals: The BMW 6 Series GT has no direct competitor as such but it goes up against the Mercedes-Benz E-Class in India.
",sedan,silver,7350000,7890000
https://stimg.cardekho.com/images/carexteriorimages/630x420/Mercedes-Benz/E-Class/10855/1690452177573/front-left-side-47.jpg?tr=w-664,Mercedes-Benz E-Class,Rs.72.80 - 84.90 Lakh,"Fuel Type : Diesel
Displacement : 2925
No. of Cylinders : 6
Max Power : 281.61bhp@3400-4600rpm
Max Torque : 600Nm@1200-3200rpm
Seating Capacity : 5
Boot Space : 540
Body Type : Sedans
No. of Airbags : 7","Power Steering
Power Windows Front
Anti Lock Braking System
Air Conditioner
Driver Airbag
Passenger Airbag
Automatic Climate Control
Fog Lights - Front
Alloy Wheels","Latest Update: Mercedes has launched the 2021 E-Class facelift in India and you can read our launch report here. 

Mercedes-Benz E-Class Variants and Prices: The Mercedes-Benz E-Class is available in three variants: Expression, Exclusive and a new AMG Line. The first two can be had with a petrol or diesel engine whereas the last one can only be had with a diesel engine. They are priced between Rs 63.6 lakh and Rs 80.9 lakh (both ex-showroom India).

Mercedes-Benz E-Class Engine and Transmission: The Expression and Exclusive variants of the E-Class can be had with a 2.0-litre petrol (E200) or diesel (E220d) engine. The petrol engine makes 197PS and 320Nm of torque and the diesel engine makes 194PS and 400Nm of torque. The AMG line variant is offered with a 3.0-litre inline-six-cylinder diesel engine that makes 286PS and 600Nm of torque. All three engines are mated to a 9-speed automatic transmission.

Mercedes-Benz E-Class Features: The E-Class gets features like all LED lighting, a panoramic sunroof, air suspension (only for AMG Line), three-zone climate control, reclining rear seats, a 12.3-inch fully digital instrument cluster integrated with a touchscreen infotainment system of the same size, 64 colour ambient lighting, front and rear wireless charging pads, parking pilot with a 360-degree camera, and a 590W Burmester sound system. In terms of safety, there are 7 airbags onboard, an electronic stability program, attention assist, and active brake assist.

Mercedes-Benz E-Class Rivals: The Mercedes-Benz E-Class rivals the BMW 5 Series, Volvo S90, Jaguar XF and Audi A6 in the Indian market.
",sedan,silver,7280000,8490000
https://stimg.cardekho.com/images/carexteriorimages/630x420/Volvo/S90/10591/1689928156358/front-left-side-47.jpg?tr=w-664,Volvo S90,Rs.68.25 Lakh,"Fuel Type : Petrol
Engine Displacement : 1969 cc
No. of Cylinders : 4
Max Power : 246.58bhp
Max Torque : 350Nm
Seating Capacity : 5
Transmission Type : Automatic
Boot Space : 461 Litres
Fuel Tank Capacity : 60 Litres
Body Type : Sedan","Power Steering
Power Windows Front
Anti Lock Braking System
Air Conditioner
Driver Airbag
Passenger Airbag
Automatic Climate Control
Fog Lights - Front
Alloy Wheels","Price: The Volvo S90 is priced at Rs 68.25 lakh (ex-showroom, pan-India). 
Variant: The sedan comes in only one trim: B5 Ultimate. 
Colour Options: Volvo offers 4 exterior colour options for the S90: Crystal White, Onyx Black, Denim Blue, and Platinum Grey. 
Engine and Transmission: Volvo S90 is equipped with a 2-litre turbo petrol engine that produces 250 PS and 350 Nm. This unit is linked to a 48V mild-hybrid system. 
Features: Key features include a 9-inch touchscreen infotainment system, 12-inch digital instrument cluster, an air purifier, a 360-degree camera, a messaging feature for the front seats, and four-zone climate control. 
Safety: The safety kit includes dual-stage airbags, lane keep assist and blind spot monitoring, and hill assist. 
Rivals: Volvo’s flagship sedan squares off with the BMW 5 Series, Audi A6, Jaguar XF, and Mercedes-Benz E-Class.",sedan,black,6825000,6825000
https://stimg.cardekho.com/images/carexteriorimages/630x420/Lexus/LC-500h/7043/1676886702173/front-left-side-47.jpg?tr=w-664,Lexus LC 500h,Rs.2.39 - 2.50 Cr,"ARAI Mileage : 12.3 kmpl
Secondary Fuel Type : Electric
Fuel Type : Petrol
Engine Displacement : 3456 cc
No. of Cylinders : 6
Max Power : 295.02bhp@6600rpm
Max Torque : 350Nm@5100rpm
Seating Capacity : 4
Transmission Type : Automatic
Boot Space : 197 Litres
Fuel Tank Capacity : 82 Litres
Body Type : Coupe","Power Steering
Power Windows Front
Anti Lock Braking System
Air Conditioner
Driver Airbag
Passenger Airbag
Automatic Climate Control
Fog Lights - Front
Alloy Wheels",,sedan,red,23900000,25000000
https://stimg.cardekho.com/images/carexteriorimages/630x420/Mercedes-Benz/EQS/8423/1691645568687/front-left-side-47.jpg?tr=w-664,Mercedes-Benz EQS,Rs.1.62 Cr,"Battery Capacity : 107.8 kWh
Max Power : 750.97bhp
Max Torque : 855Nm
Seating Capacity : 5
Range : 857 km
Boot Space : 610 Litres
Body Type : Sedan","Passenger Airbag
Fog Lights - Front
Multi-function Steering Wheel","Price: The EQS electric sedan is priced between Rs 1.62 crore and Rs 2.45 crore (ex-showroom pan-India). 
Variants: The Mercedes EQS is available in two trims: EQS 580 4MATIC and AMG EQS 53 4MATIC+. 
Boot Space: It offers a boot capacity of 610 litres. 
Battery, Electric Motor, and Range: Features all-wheel-drive (AWD) with a 107.8 kWh battery pack. The AMG EQS 53 4MATIC+ delivers 658 PS and 950 Nm, with a WLTP-claimed range of up to 586 km (761 PS and 1020 Nm with the dynamic pack). The EQS 580 4MATIC produces 523 PS and 855 Nm, with an ARAI-claimed range of 857 km on a single charge. 
Charging: The Mercedes EQS supports fast charging at up to 200 kW, charging from 10 to 80 percent in just 30 minutes. Both, the EQS 580 and AMG EQS 53, share the same battery and charging time. 
Features: Key features include a 56-inch MBUX Hyperscreen, a 15-speaker 710 W Burmester sound system, ambient lighting, multi-zone climate control, and powered seats with massage function. 
Safety: Safety features comprise nine airbags and advanced driver assistance systems (ADAS) including active distance assist, active brake assist with cross-traffic function, active steering assist, and attention assist. 
Rivals: The Mercedes-Benz EQS competes with the Audi RS e-tron GT and the Porsche Taycan.",sedan,white,16200000,16200000
https://stimg.cardekho.com/images/carexteriorimages/630x420/Lexus/LS/4924/1622802604706/front-left-side-47.jpg?tr=w-664,Lexus LS,Rs.1.96 - 2.27 Cr,"ARAI Mileage : 15.4 kmpl
Fuel Type : Petrol
Engine Displacement : 3456 cc
No. of Cylinders : 6
Max Power : 292.34bhp@6600rpm
Max Torque : 350Nm@5100rpm
Seating Capacity : 4
Transmission Type : Automatic
Boot Space : 480 Litres
Fuel Tank Capacity : 82 Litres
Body Type : Sedan
Ground Clearance Unladen : 147 mm","Power Steering
Power Windows Front
Anti Lock Braking System
Air Conditioner
Driver Airbag
Passenger Airbag
Automatic Climate Control
Alloy Wheels
Multi-function Steering Wheel","Lexus LS 500h Prices And Variants: The flagship Lexus sedan is available in two variants: Luxury and Ultra Luxury. They are priced at Rs 1.82 crore and Rs 1.87 crore (ex-showroom pan-India), respectively.

Lexus LS 500h Engine: The LS 500h, as the name suggests, gets a hybrid powertrain which consists of a 3.5-litre V6 petrol engine and two electric motors. They have a combined power output of 354PS. Power is sent to the rear wheels via a 10-speed eCVT gearbox. Lexus claims the luxury sedan can achieve 0-100kmph in 5.4 seconds and has a top speed of 250kmph. Like most premium cars in its segment, the LS 500h also packs multiple driving modes that include Normal, Eco, Comfort, Sport S and Sport S+.

Lexus LS 500h Features: In terms of safety features, the Lexus flagship is equipped with 14 airbags, Dynamic Radar Cruise Control, Lane Departure Assist, Two-Stage Adaptive High Beam System, Road Sign Assist and even a Driver Emergency Stop. Other features on offer include 28-way power adjustable driver’s seat with multi-function massage options and powered front seatbelt buckles, a 24-inch heads-up display, a four-zone climate control system, cooled and heated rear seats with a 7-inch touchscreen controller and two 11.6-inch entertainment displays along with a 23-speaker Mark Levinson sound system.

Lexus LS 500h Rivals: The LS 500h takes on the German trio of BMW 7 Series, Mercedes-Benz S-Class and the upcoming Audi A8 L.
",sedan,silver,19600000,22700000
https://stimg.cardekho.com/images/carexteriorimages/630x420/Maserati/Ghibli/8338/1612512313468/front-left-side-47.jpg?tr=w-664,Maserati Ghibli,Rs.1.15 - 1.93 Cr,"Fuel Type : Petrol
Engine Displacement : 3799 cc
No. of Cylinders : 8
Max Power : 572.06bhp
Max Torque : 730Nm
Seating Capacity : 5
Transmission Type : Automatic
Boot Space : 500 Litres
Fuel Tank Capacity : 80 Litres
Body Type : Sedan","Power Steering
Power Windows Front
Anti Lock Braking System
Air Conditioner
Driver Airbag
Passenger Airbag
Automatic Climate Control
Fog Lights - Front
Alloy Wheels",,sedan,silver,11500000,19300000
https://stimg.cardekho.com/images/carexteriorimages/630x420/Maserati/Quattroporte/7561/1582364877697/front-left-side-47.jpg?tr=w-664,Maserati Quattroporte,Rs.1.71 - 2.12 Cr,"ARAI Mileage : 11.76 kmpl
Fuel Type : Petrol
Engine Displacement : 3799 cc
No. of Cylinders : 8
Max Power : 530bhp@6800rpm
Max Torque : 650Nm@2000-4000rpm
Seating Capacity : 5
Transmission Type : Automatic
Boot Space : 530 Litres
Fuel Tank Capacity : 80 Litres
Body Type : Sedan
Ground Clearance Unladen : 100 mm","Power Steering
Power Windows Front
Anti Lock Braking System
Air Conditioner
Driver Airbag
Passenger Airbag
Automatic Climate Control
Alloy Wheels
Multi-function Steering Wheel","Maserati is now offering the Quattroporte with a 3.0-litre, twin-turbo petrol V6 engine that puts out 430PS of power and 580Nm of torque. The Quattroporte GTS still remains the most powerful variant, powered by a 3.6-litre twin-turbo V8 petrol unit that produces 530PS and 710Nm. It gets an 8.4-inch touchscreen infotainment system with Android Auto and Apple CarPlay, voice control, and WiFi connectivity. In India, the Maserati Quattroporte GTS locks horns with the Aston Martin Rapide, Porsche Panamera and the Bentley Flying Spur.
",sedan,black,17100000,21200000
https://stimg.cardekho.com/images/carexteriorimages/630x420/Mercedes-Benz/AMG-C43/11277/1698911625529/front-left-side-47.jpg?tr=w-664,Mercedes-Benz AMG C43,Rs.98 Lakh,"Fuel Type : Petrol
Engine Displacement : 1991 cc
No. of Cylinders : 4
Max Power : 402.30bhp@6750rpm
Max Torque : 500Nm@5500rpm
Seating Capacity : 5
Transmission Type : Automatic
Boot Space : 435 Litres
Fuel Tank Capacity : 66 Litres
Body Type : Sedan",,"Latest Update: The Mercedes-AMG C43 has been launched in India. 
Price: Mercedes-Benz' 4-door performance sedan is priced at Rs 98 lakh (ex-showroom). 
Engine and Transmission: It gets a 2-litre, 4-cylinder turbo-petrol engine (408PS/500Nm), mated to a 9-speed multi-clutch automatic transmission. The Mercedes-AMG C43 is also available with all-wheel-drive (AWD). It can go from 0 to 100kmph in just 4.6 seconds, while its top speed is electronically limited to 250kmph. This engine also features technology derived from Formula 1 in the form of its electric exhaust gas turbocharger. This turbocharging technology utilizes a 48V electric motor to provide spontaneous response with regards to throttle inputs, throughout the entire rev range. 
Features: Mercedes-Benz has equipped the C43 with a 11.9-inch touchscreen infotainment system, a digital driver's display, and a 710W 15-speaker Burmester 3D sound system. 
Rivals: The C43 performance sedan is a slightly more powerful and luxurious alternative to the likes of the Audi S5 Sportback and BMW 3 Series M340i sporty sedans.",sedan,white,9800000,9800000
https://stimg.cardekho.com/images/carexteriorimages/630x420/BMW/i4/9693/1696397517497/front-left-side-47.jpg?tr=w-664,BMW i4,Rs.72.50 - 77.50 Lakh,"Charging Time : 8H 20 Min -11 kW (0-100%)
Battery Capacity : 83.9 kWh
Max Power : 335.25bhp
Max Torque : 430Nm
Seating Capacity : 5
Range : 590 km
Boot Space : 470 Litres
Body Type : Sedan","Power Steering
Power Windows Front
Anti Lock Braking System
Air Conditioner
Driver Airbag
Passenger Airbag
Automatic Climate Control
Alloy Wheels
Multi-function Steering Wheel","Latest Update: BMW has launched the all-electric i4 sedan in India.

BMW i4 Price: The carmaker has priced the all-electric sedan at Rs 69.9 lakh (introductory prices ex-showroom).

BMW i4 Variants: It is offered in a single trim: eDrive40

BMW i4 Electric Motor, Range and Battery Pack: The i4 gets a 340PS/430Nm electric motor which is fed using a 83.9kWh battery pack. Power is delivered to all four wheels and the setup has a WLTP-claimed range of 590km.

BMW i4 Charging: A 250kW DC fast charger can top up the sedan’s battery in around 30 minutes. While the 11kW home wall box charger will take around 8.5 hours for a full charge, the 50kW DC charger takes around 1.3 hours to charge the battery up to 80 percent.

BMW i4 Features: Its features list includes a curved 12.3-inch digital driver’s display, a 14.9-inch touchscreen infotainment system, powered tailgate and adjustable front seats, ambient lighting and a 17 speaker Harman Kardon sound system.

BMW i4 Safety: Safety equipment onboard includes six airbags, dynamic traction control, tyre pressure monitoring system, stability control and ISOFIX child seat anchorages. 

BMW i4 Rivals: The electric sedan is priced similarly to the Kia EV6, Hyundai Ioniq 5 and the Volvo XC40 Recharge.
",sedan,white,7250000,7750000
https://stimg.cardekho.com/images/carexteriorimages/630x420/Mercedes-Benz/Maybach-S-Class/10866/1690453886358/front-left-side-47.jpg?tr=w-664,Mercedes-Benz Maybach S-Class,Rs.2.72 - 3.43 Cr,"Fuel Type : Petrol
Engine Displacement : 5980 cc
No. of Cylinders : 12
Max Power : 603.46bhp@5250-5500rpm
Max Torque : 900Nm@2000-4000rpm
Seating Capacity : 5
Transmission Type : Automatic
Boot Space : 495 Litres
Body Type : Sedan","Power Steering
Power Windows Front
Anti Lock Braking System
Air Conditioner
Driver Airbag
Passenger Airbag
Automatic Climate Control
Fog Lights - Front
Alloy Wheels",,sedan,black,27200000,34300000
https://stimg.cardekho.com/images/carexteriorimages/630x420/Mercedes-Benz/A-Class-Limousine/10868/1690455053374/front-left-side-47.jpg?tr=w-664,Mercedes-Benz A-Class Limousine,Rs.43.80 - 46.30 Lakh,"Fuel Type : Diesel
Engine Displacement : 1950 cc
No. of Cylinders : 4
Max Power : 160.92bhp@5500rpm
Max Torque : 250Nm@1620-4000rpm
Seating Capacity : 5
Transmission Type : Automatic
Boot Space : 395 Litres
Fuel Tank Capacity : 66 Litres
Body Type : Sedan","Power Steering
Power Windows Front
Anti Lock Braking System
Air Conditioner
Driver Airbag
Passenger Airbag
Automatic Climate Control
Fog Lights - Front
Alloy Wheels","Latest Update: Mercedes has launched the facelifted version of the A-Class Limousine. 

Price: The A-Class is priced from Rs 45.8 lakh (ex-showroom). 

Variants: It is sold in two trims: 200 and 200d. The prices of the 200d variant will be revealed in Q3 2023. 

Engine and Transmission: The facelifted A-Class Limousine gets a 1.3-litre turbo-petrol unit which belts out 163PS and 270Nm, while its 2-litre diesel engine develops 150PS and 320Nm. The petrol engine is offered with a 7-speed DCT, while the diesel gets an 8-speed DCT. 

Features: The Mercedes A-Class Limousine gets dual 10.25-inch displays for the touchscreen system and digital driver's display, wireless Android Auto and Apple CarPlay, keyless entry, USB fast charging, dual-zone climate control, powered front seats, and a panoramic sunroof. 

Safety: Safety features include up to seven airbags, electronic stability control, and a rear parking camera. 

Rivals: The sedan competes with the likes of the BMW 2 Series Gran Coupé and Audi A3.
",sedan,silver,4380000,4630000
https://stimg.cardekho.com/images/carexteriorimages/630x420/Audi/Q8-Sportback-e-tron/11050/1692361461018/front-left-side-47.jpg?tr=w-664,Audi Q8 Sportback e-tron,Rs.1.19 - 1.32 Cr,"Charging Time : 6-12 Hours
Battery Capacity : 114 kWh
Max Power : 402.3bhp
Max Torque : 664Nm
Seating Capacity : 5
Range : 600 km
Boot Space : 535 Litres
Body Type : Sedan","Power Steering
Power Windows Front
Anti Lock Braking System
Air Conditioner
Driver Airbag
Passenger Airbag
Automatic Climate Control
Alloy Wheels
Multi-function Steering Wheel","Price: The Audi Q8 Sportback e-tron is priced between Rs 1.19 crore and Rs 1.32 crore (ex-showroom Delhi). 
Variants: It is available in two broad variants: 50 Quattro and 55 Quattro. 
Colour Options: Audi offers nine monotone colour options for the Q8 Sportback e-tron: Chronos Gray, Madeira Brown, Glacier White, Mythos Black, Plasma Blue, Soneira Red, Magnet Gray, Siam Beige, and Manhattan Gray.  
Battery Pack and Range: It comes with two battery choices:  
 
  95 kWh (340 PS/ 664 Nm)    
  114 kWh (408 PS/ 664 Nm).   
 
The 95 kWh battery offers an estimated range of 505 km, while the 114 kWh battery provides 600 km. 
Features: Key features include 12.3-inch display, a 10.1-inch infotainment unit, an 8.6-inch touchscreen for 4-zone climate control system, power-adjustable and ventilated seats with massage function, wireless phone charging, and 16-speaker Bang and Olufsen 3-D sound system. 
Safety: In terms of safety, it is equipped with eight airbags, a 360-degree camera, advanced driver assistance systems (ADAS), tyre pressure monitoring system (TPMS) and ISOFIX child seat anchors. 
Rivals: It competes with the BMW iX and Jaguar I-Pace.",sedan,brown,11900000,13200000
https://stimg.cardekho.com/images/carexteriorimages/630x420/Audi/A8-L/10566/1689595737050/front-left-side-47.jpg?tr=w-664,Audi A8 L,Rs.1.34 - 1.63 Cr,"Secondary Fuel Type : Electric
Fuel Type : Petrol
Engine Displacement : 2995 cc
No. of Cylinders : 6
Max Power : 335.25bhp@5000-6400rpm
Max Torque : 500Nm@1370-4500rpm
Seating Capacity : 5
Transmission Type : Automatic
Boot Space : 565 Litres
Fuel Tank Capacity : 82 Litres
Body Type : Sedan","Power Steering
Power Windows Front
Anti Lock Braking System
Air Conditioner
Driver Airbag
Passenger Airbag
Automatic Climate Control
Fog Lights - Front
Alloy Wheels","Latest Update: Here’s why the Audi A8L is the ideal and one of the safest cars for VIPs.

Price: The A8L is priced from Rs 1.34 crore to Rs 1.62 crore (ex-showroom pan-India). The Security version of the sedan costs up to Rs 15 crore.

Variants: The luxury sedan is offered in two trims: Celebration and Technology. It also gets an armored ‘Security’ version.

Colours: You can buy the Audi A8L in eight colours: Terra Grey, District Green, Firmament Blue, Floret Silver, Glacier White, Manhattan Grey, Vesuvius Grey, and Mythos Black.

Seating Capacity: While the Celebration Edition is a 5-seater, the latter gets both 4- and 5-seater options.

Engine and Transmission: The Audi A8L comes with a 3-litre turbo-petrol engine (340PS/500Nm), with a 48V mild-hybrid setup. This unit is coupled with an 8-speed automatic transmission, driving all the wheels. The new A8L can go from 0-100kmph in 5.7 seconds. The Security variant of the A8L gets a bigger 4-litre V8 turbo petrol engine which produces 571PS and 800Nm. 

Features: The A8L is equipped with dual 10.1-inch displays,a 12.69-inch driver’s display, 4-zone climate control, 30-colour ambient lighting, and a panoramic sunroof. It also gets a 1920W Bang & Olufsen 23-speaker sound system, and ventilated and massage seats.

Safety: Its safety kit includes eight airbags, a 360-degree camera, and park assist plus. Talking about the A8L security, it gets reinforced with body panels and bulletproof glass, armored underbody, and ‘Run Flat’ tyres.

Rivals: Audi’s flagship luxury sedan fights it out with the Mercedes S-Class and BMW 7 Series.
",sedan,black,13400000,16300000
https://stimg.cardekho.com/images/carexteriorimages/630x420/Mercedes-Benz/AMG-EQS/11028/1691733118600/front-left-side-47.jpg?tr=w-664,Mercedes-Benz AMG EQS,Rs.2.45 Cr,"Battery Capacity : 107.8 kWh
Seating Capacity : 5
Range : 580 km
Boot Space : 610 Litres
Body Type : Sedan",,,sedan,black,24500000,24500000
https://stimg.cardekho.com/images/carexteriorimages/630x420/Maruti/Swift-Dzire-Tour/8863/1664262619298/front-left-side-47.jpg?tr=w-664,Maruti Swift Dzire Tour,Rs.6.51 - 7.46 Lakh,"ARAI Mileage : 31.12 km/kg
Fuel Type : CNG
Engine Displacement : 1197 cc
No. of Cylinders : 4
Max Power : 76.43bhp@6000rpm
Max Torque : 98.5Nm@4300rpm
Seating Capacity : 5
Transmission Type : Manual
Fuel Tank Capacity : 55 Litres
Body Type : Sedan","Power Steering
Power Windows Front
Anti Lock Braking System
Air Conditioner
Driver Airbag
Passenger Airbag","Price: The Maruti Dzire Tour S is priced between Rs 6.51 lakh and Rs 7.46 lakh (ex-showroom Delhi). 
Colour Options: Maruti offers three monotone colour choices for the Dzire Tour S: Arctic White, Silky silver, and Midnight Black. 
Engine and Transmission: The Dzire Tour S comes with a 1.2-litre petrol engine offering 90 PS and 113 Nm. The CNG variant comes with reduced output of 78 PS and 98.5 Nm. Both the above powertrains get a 5-speed manual transmission. 
Claimed Fuel Efficiency: 
 
  Petrol: 23.15 kmpl  
  CNG: 32.12 km/kg  
 
Features: Key features include manual air conditioner with heater, and tilt steering. 
Safety: Safety features comprise dual front airbags, ABS with EBD, and rear parking sensors.",sedan,white,651000,746000
