image,name,price,description,features,latestUpdates
https://stimg.cardekho.com/images/carexteriorimages/630x420/Toyota/Fortuner-Legender/10229/1686033870927/front-left-side-47.jpg?tr=w-664,Toyota Fortuner Legender,Rs.43.66 - 47.64 Lakh,"City Mileage : 8 kmpl
Fuel Type : Diesel
Engine Displacement : 2755 cc
No. of Cylinders : 4
Max Power : 201.15bhp@3000-3400rpm
Max Torque : 500Nm@1600-2800rpm
Seating Capacity : 7
Transmission Type : Automatic
Boot Space : 296 Litres
Fuel Tank Capacity : 80 Litres
Body Type : SUV","Power Steering
Power Windows Front
Anti Lock Braking System
Air Conditioner
Driver Airbag
Passenger Airbag
Automatic Climate Control
Fog Lights - Front
Alloy Wheels","Price: The Toyota Fortuner Legender is priced between Rs 43.66 lakh and Rs 47.64 lakh (ex-showroom Delhi). 
Seating Capacity: The Fortuner Legender offers a 7-seater layout. 
Colour Options: It is available in Platinum White Pearl exterior colour with the contrast black roof. 
Engine and Transmission: It is powered by a 2.8-litre diesel engine (204 PS/500 Nm), paired exclusively with a 6-speed automatic transmission. It is available with both 4x2 and 4x4 drivetrains. 
Features: Key features include an 8-inch infotainment system with Android Auto and Apple CarPlay, connected car features, a 6-speaker sound system, wireless charger, ambient lighting, kick-to-open powered tailgate, dual-zone AC, and cruise control. 
Safety: Safety features comprise 7 airbags, vehicle stability control (VSC), traction control, and hill assist. 
Rivals: The Toyota Fortuner Legender competes with the MG Gloster, Jeep Meridian, and the Skoda Kodiaq."
https://stimg.cardekho.com/images/carexteriorimages/630x420/BMW/XM/10570/1689672872537/front-left-side-47.jpg?tr=w-664,BMW XM,Rs.2.60 Cr,"ARAI Mileage : 11.29 kmpl
WLTP Mileage : 61.9 kmpl
Secondary Fuel Type : Electric
Fuel Type : Petrol
Engine Displacement : 4395 cc
No. of Cylinders : 8
Max Power : 643.69bhp@5400-7200rpm
Max Torque : 800Nm@1600-5000rpm
Seating Capacity : 7
Transmission Type : Automatic
Boot Space : 390 Litres
Body Type : SUV","Power Steering
Power Windows Front
Anti Lock Braking System
Air Conditioner
Driver Airbag
Passenger Airbag
Automatic Climate Control
Alloy Wheels
Multi-function Steering Wheel","Latest Update: BMW has launched the XM in India. It is the most powerful M road car from BMW so far.

Price: BMW has priced the XM at Rs 2.6 crore (ex-showroom Delhi).

Engine And Transmission: It gets its power from a 4.4-litre twin-turbo V8 petrol engine in a hybrid system that churns out 653PS and 800Nm. The unit is paired with an eight-speed automatic transmission. The electric motor alone gives out a range of 88km.

Features: Inside the XM, it is equipped with a 14.9-inch curved touchscreen infotainment display, a 12.3-inch digital driver’s display, ambient lighting, four-zone climate control, heads-up display and Bowers & Wilkins 1,500-Watt Diamond surround sound system as an option.

Safety: Its list of safety features comprise six airbags, ABS with EBD, tyre pressure monitoring system (TPMS), dynamic stability control (DSC), a 360-degree camera and ADAS features including front collision warning, lane departure warning and adaptive cruise control.

Rivals: The XM takes on the likes of Lamborghini Urus, Audi RSQ8 and Aston Martin DBX.
"
https://stimg.cardekho.com/images/carexteriorimages/630x420/Land-Rover/Range-Rover-Velar-2023/10584/1689741801024/front-left-side-47.jpg?tr=w-664,Land Rover Range Rover Velar,Rs.87.90 Lakh,"Fuel Type : Petrol
Engine Displacement : 1997 cc
No. of Cylinders : 4
Max Power : 246.74bhp@5500rpm
Max Torque : 365Nm@1500-4000rpm
Seating Capacity : 5
Transmission Type : Automatic
Boot Space : 673 Litres
Fuel Tank Capacity : 82 Litres
Body Type : SUV","Power Steering
Power Windows Front
Anti Lock Braking System
Air Conditioner
Driver Airbag
Passenger Airbag
Automatic Climate Control
Alloy Wheels
Multi-function Steering Wheel","Price: The Range Rover Velar is priced at Rs 87.90 lakh (ex-showroom pan-India). 
Variant: It is available in a single, fully loaded Dynamic HSE variant. 
Colour Options: Range Rover offers the Velar in four exterior colour options: Zadar Grey, Varesine Blue, Fuji White, and Santorini Black. 
Seating Capacity: The Range Rover Velar can seat up to five people. 
Engine and Transmission: Land Rover offers the Velar SUV in both petrol and diesel engine options: a 2-litre turbo-petrol (250 PS / 365 Nm) and 2-litre diesel (204 PS / 430 Nm). Both engines are paired with an 8-speed automatic transmission and come with all-wheel-drive (AWD) as standard. 
Features: The Range Rover Velar comes with features such as an 11.4-inch floating touchscreen infotainment system with wireless Android Auto and Apple CarPlay and a 12.3-inch digital driver’s display with navigation and infotainment integration. Other features on board the Velar include 4-zone climate control, a panoramic glass roof, wireless phone charging, a 1,300W Meridian sound system, air purifier, and 20-way heated, cooled, and massaging front seats. 
Safety: Passenger safety is taken care of by multiple airbags, a 360-degree camera, electronic stability control (ESC), park assist, a tyre pressure monitoring system (TPMS), and advanced driver assistance systems (ADAS). 
Rivals: The 2023 Land Rover Range Rover Velar competes with the Mercedes-Benz GLE, Audi Q7, BMW X5, and Volvo XC90."
https://stimg.cardekho.com/images/carexteriorimages/630x420/Toyota/Urban-Cruiser-Taisor/11639/1712131241368/front-left-side-47.jpg?tr=w-664,Toyota Taisor,Rs.7.74 - 13.04 Lakh,"ARAI Mileage : 20 kmpl
Fuel Type : Petrol
Engine Displacement : 998 cc
No. of Cylinders : 3
Max Power : 98.69bhp@5500rpm
Max Torque : 147.6Nm@2000-4500rpm
Seating Capacity : 5
Transmission Type : Automatic
Boot Space : 308 Litres
Fuel Tank Capacity : 37 Litres
Body Type : SUV","Power Steering
Power Windows Front
Anti Lock Braking System
Air Conditioner
Driver Airbag
Passenger Airbag
Automatic Climate Control
Alloy Wheels
Multi-function Steering Wheel","Latest Update: The Maruti Fronx-based Toyota Urban Cruiser Taisor has been launched in India. 
Price: Toyota has priced it from Rs 7.74 lakh to Rs 13.04 lakh (introductory ex-showroom Delhi). 
Variants: It is available in five broad variants: E, S, S+, G, and V. 
Colours: Toyota is offering the Urban Cruiser Taisor in five monotone shades and three dual-tone opitons: Lucent Orange, Sportin Red, Cafe White, Enticing Silver, Gaming Grey. The red, silver and white shades can be had with an optional Midnight Black roof. 
Engine & Transmission: The Urban Cruiser Taisor uses the same engine options as the Fronx. The choices include a 1.2-litre naturally aspirated petrol engine (90 PS/113 Nm) which will be paired with either a 5-speed manual transmission or a 5-speed AMT, and a 1-litre turbo-petrol engine (100 PS/148 Nm) which will get the option of a 5-speed manual and a 6-speed automatic transmission. It also gets the same CNG powertrain as the Fronx (77.5 PS/98.5 Nm) with the manual transmission. 
Claimed Fuel Efficiency: Its powertrain-wise claimed mileage figures are as follows: 
 
 1.2-litre N/A petrol MT: 21.7 kmpl 
 1.2-litre N/A petrol AMT: 22.8 kmpl 
 1-litre turbo-petrol MT: 21.5 kmpl 
 1-litre turbo-petrol AT: 20 kmpl 
 1.2-litre petrol+CNG MT: 28.5 km/kg 
 
Features: It comes with amenities like a 9-inch touchscreen infotainment system, wireless phone charging, a heads-up display, automatic climate control, and cruise control. 
Safety: Its safety kit includes up to six airbags, ABS with EBD, electronic stability program (ESP), hill hold assist, ISOFIX child seat anchors, and a 360-degree camera. 
Rivals: The Toyota Urban Cruiser Taisor takes on the Maruti Fronx, while it also serves as a crossover alternative to the subcompact SUVs like Tata Nexon, Hyundai Venue, Kia Sonet, Mahindra XUV300, and the upcoming Skoda subcompact SUV."
https://stimg.cardekho.com/images/carexteriorimages/630x420/Audi/Q3/11363/1708935637129/front-left-side-47.jpg?tr=w-664,Audi Q3,Rs.43.81 - 53.17 Lakh,"Fuel Type : Petrol
Engine Displacement : 1984 cc
No. of Cylinders : 4
Max Power : 187.74bhp@4200-6000rpm
Max Torque : 320Nm@1500-4100rpm
Seating Capacity : 5
Transmission Type : Automatic
Boot Space : 460 Litres
Fuel Tank Capacity : 62 Litres
Body Type : SUV","Power Steering
Power Windows Front
Air Conditioner
Passenger Airbag
Automatic Climate Control
Fog Lights - Front
Alloy Wheels
Multi-function Steering Wheel","Latest update: Audi has launched the new-gen Q3 in India.

Audi Q3 Prices: The 2022 Q3 starts at Rs 44.89 lakh and goes upto Rs 50.39 lakh (ex-showroom).

Audi Q3 Variants: It is offered in two variants: Premium Plus and Technology.

Audi Q3 Seating Capacity: The new Q3 is available in a five-seater layout.

Audi Q3 Engine and Transmission: It is powered by the same 2-litre turbo-petrol engine (190PS/320Nm) as the A4 sedan. This engine is coupled to a 7-speed DCT (dual-clutch automatic) and gets Audi’s Quattro all-wheel drive as standard.

Audi Q3 Features: The new Q3 comes loaded with features such as connected car tech, a 10.1-inch touchscreen infotainment system, dual-zone climate control, powered front seats, and a panoramic sunroof.

Audi Q3 Safety: Its standard safety net includes six airbags, ISOFIX child seat anchorages, and a tyre pressure monitor.

Audi Q3 Rivals: It takes on the BMW X1, Volvo XC40 and Mercedes-Benz GLA.

2023 Audi Q3 Sportback: Audi has commenced bookings for the sportier looking version of the Q3, the Q3 Sportback, which can be booked for Rs 2 lakh.
"
https://stimg.cardekho.com/images/carexteriorimages/630x420/Mercedes-Benz/GLS/9791/1704772236530/front-left-side-47.jpg?tr=w-664,Mercedes-Benz GLS,Rs.1.32 - 2.96 Cr,"Fuel Type : Petrol
Engine Displacement : 3982 cc
No. of Cylinders : 8
Max Power : 549.81bhp
Max Torque : 730Nm@2500-4500rpm
Seating Capacity : 5, 7
Transmission Type : Automatic
Boot Space : 520 Litres
Fuel Tank Capacity : 90 Litres
Body Type : SUV","Power Steering
Power Windows Front
Anti Lock Braking System
Air Conditioner
Driver Airbag
Passenger Airbag
Automatic Climate Control
Alloy Wheels
Multi-function Steering Wheel","Latest Update: The Mercedes-Benz GLS facelift has been launched in India. 
Price: The Mercedes-Benz GLS Priced between Rs 1.32 crore and Rs 1.37 crore (ex-showroom pan India). 
Variants: It is available in two variants: GLS 450 and GLS 450d. 
Colour Options: The 2024 Mercedes-Benz GLS is available in 5 monotone colour options for the GLS: Polar White, Obsidian Black, High-tech Silver, Selentine Grey, and Sodalite Blue. 
Engine & Transmission: It is equipped with two engine options: 
 
  A 3-litre 6-cylinder turbo-petrol (381 PS / 500 Nm)  
  A 3-litre 6-cylinder diesel (367 PS / 750 Nm)  
 
Both engines are paired with a 9-speed automatic transmission and a 48V mild-hybrid system. All-wheel-drive (AWD) is standard for both petrol and diesel variants. 
Features: Key features include a dual 12.3-inch screen (MBUX infotainment display and digital driver’s display), 5-zone climate control, a 13-speaker Burmester 3D sound system, ambient lighting, powered tailgate, and a panoramic sunroof. 
Safety: Safety features comprise up to nine airbags, electronic stability control (ESC), a 360-degree camera, and advanced driver assistance systems (ADAS) features like lane keep assist, adaptive cruise control, and auto emergency braking. 
Rivals: The Mercedes-Benz GLS competes with the BMW X7. It is a larger 7-seater alternative to the Range Rover Sport, and Audi Q8."
https://stimg.cardekho.com/images/carexteriorimages/630x420/Mahindra/XUV400-EV/6820/1662704228567/front-left-side-47.jpg?tr=w-664,Mahindra XUV400 EV,Rs.15.49 - 19.39 Lakh,"Charging Time : 6H 30 Min-7.2 kW (0-100%)
Battery Capacity : 39.4 kWh
Max Power : 147.51bhp
Max Torque : 310Nm
Seating Capacity : 5
Range : 456 km
Boot Space : 368 Litres
Body Type : SUV","Power Steering
Power Windows Front
Anti Lock Braking System
Air Conditioner
Driver Airbag
Passenger Airbag
Alloy Wheels
Multi-function Steering Wheel
Engine Start Stop Button","Price: The Mahindra XUV400 EV is priced between Rs 15.49 lakh and Rs 19.39 lakh (ex-showroom pan India). 
Variants: It is available in two main variants: Pro EC and Pro EL. 
Colour Options: Mahindra offers six monotone and six dual-tone colour options for the XUV400: Arctic Blue, Everest White, Galaxy Grey, Napoli Black, Nebula Blue, and Infinity Blue. The Dual-tone options come with a Satin Copper dual-tone shade. 
Boot Space: The XUV 400 provides a boot space of 378 litres. 
Seating Capacity: It can seat up to 5 passengers. 
Battery Pack and Range: The XUV400 offers two battery choices: 34.5 kWh and 39.4 kWh. It is paired with a single electric motor producing 150 PS and 310 Nm. The 34.5 kWh battery offers an estimated range of 375 km (MIDC), while the larger 39.4 kWh battery provides 456 km. 
The charging times are as follows: 
 
  50 kW DC Fast Charger: 50 minutes (0-80 per cent)  
  7.2 kW AC Charger: 6.5 hours  
  3.3 kW Domestic Charger: 13.5 hours  
 
Features: Key features include a 10.25-inch touchscreen system, a 10.25-inch digital driver's display, dual-zone AC, a sunroof, wireless phone charging, and push-button start-stop. 
Safety: Safety features include up to six airbags, cornering brake control, electronic stability program (ESP), a tyre pressure monitoring system (TPMS), hill hold assist, and a rear parking camera. 
Rivals: The XUV400 competes with the Tata Nexon EV and serves as an affordable alternative to the Hyundai Kona Electric and MG ZS EV."
https://stimg.cardekho.com/images/carexteriorimages/630x420/Hyundai/Creta-N-Line/6177/1710227780545/front-left-side-47.jpg?tr=w-664,Hyundai Creta N Line,Rs.16.82 - 20.45 Lakh,"ARAI Mileage : 18.2 kmpl
Fuel Type : Petrol
Engine Displacement : 1482 cc
No. of Cylinders : 4
Max Power : 157.57bhp@5500rpm
Max Torque : 253Nm@1500-3500rpm
Seating Capacity : 5
Transmission Type : Automatic
Fuel Tank Capacity : 50 Litres
Body Type : SUV","Power Steering
Power Windows Front
Anti Lock Braking System
Air Conditioner
Driver Airbag
Passenger Airbag
Automatic Climate Control
Alloy Wheels
Multi-function Steering Wheel","Latest Update: The Hyundai Creta N Line has been launched. It's a sportier version of the Creta which comes with an updated fascia, bigger alloys, all-black interior theme, and red highlights inside and out. We have detailed the differences between the Creta N Line and the regular Creta as well for your convenience. 
Price: It is priced from Rs 16.82 lakh to Rs 20.30 lakh (introductory, ex-showroom pan India). You can see how its prices compare to rivals. 
Variants: The Creta N Line can be had in two variants: N8 and N10. Here’s what each variant of the Creta N Line has to offer. 
Colours: The Hyundai Creta N Line can be had in three monotone and three dual-tone colour options: Titan Grey Matte, Atlas White, Abyss Black, Thunder Blue with Abyss Black roof, Shadow Grey with Abyss Black roof, and Atlas White with Abyss Black roof. You can also check out the colour options available with the sportier Creta, and we have also detailed its new Titan Grey Matte colour option in images. 
Seating Capacity: It will continue to be a 5-seater offering. 
Engine And Transmission: The 2024 Hyundai Creta N Line gets the same 1.5-litre turbo-petrol engine (160 PS/ 253 Nm) as the standard Creta, with both 6-speed manual and 7-speed DCT (dual-clutch automatic transmission). The fuel efficiency has been revealed as well and we have compared it to that of its rivals. 
Features: Features on board the Creta N Line include dual 10.25-inch displays (one for instrumentation and the other for infotainment), dual-zone AC, wireless phone charging, and ventilated front seats from the standard model. It also gets an 8-speaker Bose sound system and a dashcam. 
Safety: In terms of safety, it includes six airbags, electronic stability control (ESC), electronic parking brake with auto-hold, and advanced driver assistance systems (ADAS). 
Rivals: The Hyundai Creta N Line rivals the GTX+ and X-Line variants of the Kia Seltos, while being a sportier looking alternative to the Skoda Kushaq, Volkswagen Taigun, and MG Astor. We have  also detailed the differences between the Creta N Line and the Kia Seltos GT Line in real life images."
https://stimg.cardekho.com/images/carexteriorimages/630x420/Skoda/Kodiaq/9829/1691573278237/front-left-side-47.jpg?tr=w-664,Skoda Kodiaq,Rs.41.99 Lakh,"ARAI Mileage : 13.32 kmpl
Fuel Type : Petrol
Engine Displacement : 1984 cc
No. of Cylinders : 4
Max Power : 187.74bhp@4200-6000rpm
Max Torque : 320Nm@1500-4100rpm
Seating Capacity : 7
Transmission Type : Automatic
Boot Space : 270 Litres
Fuel Tank Capacity : 58 Litres
Body Type : SUV
Service Cost : Rs.12,890 Avg. of 5 years","Power Steering
Power Windows Front
Anti Lock Braking System
Air Conditioner
Driver Airbag
Passenger Airbag
Automatic Climate Control
Alloy Wheels
Multi-function Steering Wheel","Latest Update: The Skoda Kodiaq’s prices have been slashed, and it is now only available in a fully loaded top-spec variant. 
Price: The Kodiaq is now priced at Rs 39.99 lakh (ex-showroom pan India). 
Variants: It is now available in a single fully loaded L&K variant. 
Colour Options: It comes in four colours: Lava Blue Metallic, Magic Black Metallic, Moon White Metallic, and Graphite Grey Metallic. The Style variants of the Skoda Kodiaq offer a Moon White Metallic colour option. 
Seating Capacity: Skoda Kodiaq can seat up to seven passengers. 
Boot Space: It offers a boot capacity of 270 litres. 
Engine and Transmission: The Skoda Kodiaq is powered by a 2-litre turbo-petrol engine (190 PS/320 Nm), paired with a 7-speed DCT (dual-clutch transmission), transmitting power to all four wheels. 
Features: Key features include an 8-inch touchscreen infotainment system, a 10.25-inch digital driver’s display (8-inch in the Style variant), ventilated and heated front seats with massage function, an updated 12-speaker sound system, 10-colour ambient lighting, 3-zone climate control, a panoramic sunroof, and cruise control. 
Safety: Safety features comprise nine airbags (standard), electronic stability control (ESC), a 360-degree camera, hill hold and hill descent control, and a tyre pressure monitoring system (TPMS). 
Rivals: The Skoda Kodiaq competes with the MG Gloster, Toyota Fortuner, and Jeep Meridian. 
2024 Skoda Kodiaq: The interior of the 2024 Skoda Kodiaq has been revealed."
https://stimg.cardekho.com/images/carexteriorimages/630x420/Porsche/Cayenne-2024/9903/Porsche-Cayenne-2024-/1681882894783/front-left-side-47.jpg?tr=w-664,Porsche Cayenne,Rs.1.36 Cr,"ARAI Mileage : 10.8 kmpl
Secondary Fuel Type : Electric
Fuel Type : Petrol
Engine Displacement : 2894 cc
No. of Cylinders : 6
Max Power : 348.66Bhpbhp
Max Torque : 500Nm
Seating Capacity : 4
Transmission Type : Automatic
Boot Space : 770 Litres
Fuel Tank Capacity : 75 Litres
Body Type : SUV","Power Steering
Power Windows Front
Anti Lock Braking System
Air Conditioner
Driver Airbag
Passenger Airbag
Automatic Climate Control
Alloy Wheels
Multi-function Steering Wheel","Price: The Porsche Cayenne is priced from Rs 1.36 crore (ex-showroom price). 
Variants: VIt is available in a single fully loaded version: STD. 
Colour Options: Porsche offers twelve single-tone colour options for the Cayenne: White, Black, Carrara White Metallic, Chromite Black Metallic, Montego Blue Metallic, Algarve Blue Metallic, Dolomite Silver Metallic, Quarzite Grey Metallic, Crayon, Arctic Grey, Carmine Red, and Cashmere Beige Metallic. 
Engine and Transmission: The Porsche Cayenne is equipped with a 3.0-litre diesel engine producing 353 PS and 500 Nm.  
Features: Key features include a 12.65-inch digital driver’s display, and a 10.9-inch co-driver screen, climate control, Other features include a cooled storage compartment for smartphones which also has wireless charging at up to 15W, front and rear USB-C ports, Porsche Communication Management connected car tech (pairs your phone via a QR code) and an optional heads-up display (HUD).  
Safety: Safety features include multiple airbags, advanced driver assistance systems (ADAS) with park assist, lane keeping assist and active limit assist. 
Rivals: It competes with  BMW XM, Audi RS Q8, Jaguar F-Pace and Lamborghini Urus."
https://stimg.cardekho.com/images/carexteriorimages/630x420/Mercedes-Benz/GLC/9132/1691570604368/front-left-side-47.jpg?tr=w-664,Mercedes-Benz GLC,Rs.74.20 - 75.20 Lakh,"WLTP Mileage : 19.4 kmpl
Fuel Type : Diesel
Engine Displacement : 1993 cc
No. of Cylinders : 4
Max Power : 194.44bhp@3600rpm
Max Torque : 440Nm@2000-3200rpm
Seating Capacity : 5
Transmission Type : Automatic
Boot Space : 620 Litres
Fuel Tank Capacity : 66 Litres
Body Type : SUV","Power Steering
Power Windows Front
Anti Lock Braking System
Air Conditioner
Driver Airbag
Passenger Airbag
Automatic Climate Control
Fog Lights - Front
Alloy Wheels","Price: The second-generation Mercedes-Benz GLC is priced from Rs 74.20 lakh to Rs 75.20 lakh (ex-showroom pan India). 
Variants: It is available in two variants: GLC 300 4MATIC and GLC 220d 4MATIC. 
Seating Capacity: The GLC is a 5-seater SUV. 
Engine and Transmission: The new GLC uses 2-litre petrol and diesel engines with mild-hybrid technology and a 9-speed automatic transmission. The petrol unit develops 258PS and 400Nm, while the diesel engine is rated at 197PS and 440Nm. Both petrol and diesel units are being offered with Mercedes’ 4MATIC all-wheel drive (AWD) as standard. The petrol engine claims a fuel efficiency of 14.7kmpl, while the diesel one delivers 19.4kmpl.  
Features: The second-gen Mercedes-Benz GLC boasts a portrait-style 11.9-inch touchscreen infotainment system, a 12.3-inch digital driver’s display, a panoramic sunroof, heated and powered front seats, dual-zone AC, and 64-colour ambient lighting. 
Safety: In terms of safety, it gets seven airbags, a tyre pressure monitoring system, a 360-degree camera, and advanced driver assistance systems (ADAS) features like active brake assist, active lane-keep assist, blind spot assist, and active parking assistant (optional). 
Rivals: The 2023 Mercedes-Benz GLC rivals the Audi Q5, BMW X3 and Volvo XC60."
https://stimg.cardekho.com/images/carexteriorimages/630x420/Jeep/Meridian/11327/1698222546625/front-left-side-47.jpg?tr=w-664,Jeep Meridian,Rs.33.60 - 39.66 Lakh,"Fuel Type : Diesel
Engine Displacement : 1956 cc
No. of Cylinders : 4
Max Power : 172.35bhp@3750rpm
Max Torque : 350Nm@1750-2500rpm
Seating Capacity : 7
Transmission Type : Automatic
Boot Space : 170 Litres
Fuel Tank Capacity : 60 Litres
Body Type : SUV","Power Steering
Power Windows Front
Anti Lock Braking System
Air Conditioner
Driver Airbag
Passenger Airbag
Automatic Climate Control
Fog Lights - Front
Alloy Wheels","Price: The Jeep Meridian is priced from Rs 33.60 lakh to Rs 39.66 lakh (ex-showroom Delhi). 
Variants: It is available in two broad variants: Overland and Limited (O). Jeep also offers the 3-row SUV in three special editions: Meridian X, Meridian Upland, and Meridian Overland. 
Colour Options: Jeep offers one monotone and six dual-tone shades for the Meridian: Brilliant Black, Pearl White with black roof, Magnesio Grey with black roof, Techno Metallic Green with black roof, Silvery Moon with black roof, and Velvet Red with Black roof. The Limited (O) edition comes with a Galaxy Blue Shade. 
Seating Capacity: It can seat up to seven passengers. 
Boot Space: It offers a boot space of 170 litres, which can be increased to 481 litres after tumbling the third row, and up to 824 litres with both the second and third rows folded. 
Engine and Transmission: The Jeep Meridian gets a 2-litre diesel engine (170 PS/350 Nm), mated to a 6-speed manual or a 9-speed automatic. A 4-wheel drivetrain (4WD) is only available on the top-end automatic version. There is currently no petrol unit available. 
Features: Key features include a 10.1-inch infotainment display, connected car technology, and dual-zone climate control. The SUV also gets reclinable second- and third-row seats (up to 32 degrees), wireless phone charging, and a 9-speaker Alpine-tuned sound system. The Upland edition also includes ambient lighting. 
Safety: Safety features include six standard airbags, electronic stability control (ESC), a tyre pressure monitoring system (TPMS) and a 360-degree camera. 
Rivals: The Jeep Meridian rivals the Toyota Fortuner, MG Gloster and Skoda Kodiaq."
https://stimg.cardekho.com/images/carexteriorimages/630x420/Land-Rover/Range-Rover-Evoque/10339/1706685461792/front-left-side-47.jpg?tr=w-664,Land Rover Range Rover Evoque,Rs.67.90 Lakh,"Fuel Type : Diesel
Engine Displacement : 1997 cc
No. of Cylinders : 4
Seating Capacity : 5
Transmission Type : Automatic
Body Type : SUV",,"Latest Update: The facelifted Land Rover Range Rover Evoque has been launched in India. 
Price: The Range Rover Evoque is priced at Rs 67.90 lakh (ex-showroom pan India). 
Variant: It is offered in a single fully loaded Dynamic SE variant. 
Colour Options: Customers can buy the Evoque in five colour options: Fuji White, Firenze Red, Santorini Black, Silicon Silver, Portofino Blue. 
Seating Capacity: It can seat up to five people. 
Engine & Powertrain: The Evoque comes with both petrol and diesel engine options, which include: a 2-litre petrol engine (249 PS / 365 Nm) and a 2-litre diesel engine (204 PS / 430 Nm) . Both units are mated to a 48V mild hybrid setup and a 9-speed automatic transmission which delivers power to all four wheels. 
Features: The Range Rover Evoque comes with amenities like a curved 11.4-inch touchscreen infotainment display, digital driver’s display, a panoramic sunroof, a 14-way power-adjustable driver seat, heated and ventilated front seats, and a wireless phone charging. 
Safety: In terms of safety, it gets multiple airbags, a 360-degree camera with transparent bonnet feature. 
Rivals: The Range Rover Evoque takes on the Mercedes-Benz GLC, Audi Q5, and BMW X3."
https://stimg.cardekho.com/images/carexteriorimages/630x420/MG/Hector-Plus/10971/1690868156848/front-left-side-47.jpg?tr=w-664,MG Hector Plus,Rs.17 - 22.68 Lakh,"ARAI Mileage : 12.34 kmpl
Fuel Type : Petrol
Engine Displacement : 1451 cc
No. of Cylinders : 4
Max Power : 141.04bhp@5000rpm
Max Torque : 250Nm@1600-3600rpm
Seating Capacity : 6, 7
Transmission Type : Automatic
Fuel Tank Capacity : 60 Litres
Body Type : SUV","Power Steering
Power Windows Front
Anti Lock Braking System
Air Conditioner
Driver Airbag
Passenger Airbag
Automatic Climate Control
Alloy Wheels
Multi-function Steering Wheel","Latest Update: MG has revised the prices of the Hector Plus SUV, and also introduced new mid-spec variants. 
Price: MG retails the Hector Plus from Rs 17 lakh to Rs 22.68 lakh (ex-showroom pan India). 
Variants: The Hector Plus is available in five broad variants: Style, Select Pro, Smart Pro, Sharp Pro and Savvy Pro. 
Seating Capacity: The Hector Plus is available in both 6- and 7-seater layouts. If you are considering a 5-seater version of the SUV, check out the MG Hector. 
Colours: It comes in a dual-tone and six monotone colours: Dual-Tone White & Black, Havana Grey, Candy White, Glaze Red, Aurora Silver, Starry Black and Dune Brown. 
Engine and Transmission: The MG Hector Plus comes with the same engine options as the Hector: a 1.5-litre turbo-petrol engine (143PS/250Nm) and a 2-litre diesel unit (170PS/350Nm). Both engines are paired with a 6-speed manual as standard and the turbo-petrol unit also gets a CVT automatic. 
Features: The Hector Plus comes with a 14-inch touchscreen infotainment system, and a 7-inch fully-digital driver’s display. It also gets ventilated front seats, a panoramic sunroof, a wireless phone charger, 8-colour ambient lighting, and a powered tailgate. 
Safety: The safety is ensured by up to six airbags, ABS with EBD, electronic stability control (ESC) and advanced driver-assistance systems (ADAS) functionalities like lane keep assist, adaptive cruise control, forward collision warning and auto emergency braking. 
Rivals: The MG Hector Plus competes with the Tata Safari, Mahindra XUV700 and the Hyundai Alcazar."
https://stimg.cardekho.com/images/carexteriorimages/630x420/BMW/X3/9776/1680242353464/front-left-side-47.jpg?tr=w-664,BMW X3,Rs.68.50 - 87.70 Lakh,"ARAI Mileage : 16.35 kmpl
Fuel Type : Petrol
Engine Displacement : 2998 cc
No. of Cylinders : 6
Max Power : 355.37bhp@5200-6500rpm
Max Torque : 500Nm@1900-5000rpm
Seating Capacity : 5
Transmission Type : Automatic
Boot Space : 550 Litres
Fuel Tank Capacity : 65 Litres
Body Type : SUV","Power Steering
Power Windows Front
Anti Lock Braking System
Air Conditioner
Driver Airbag
Passenger Airbag
Automatic Climate Control
Fog Lights - Front
Alloy Wheels","Price: The BMW X3 is priced from Rs 68.50 lakh to Rs 87.70 lakh (ex-showroom pan-India).

Variants: BMW offers it in three variants: xDrive20d xLine, xDrive20d M Sport and xDrive M40i.

Seating Capacity: The X3 is offered in a 5-seater layout.

Engine and Transmission: The BMW X3 is powered by a 2-litre diesel engine (190PS/400Nm), mated to an 8-speed automatic transmission, which transmits power to all four wheels. The “M40i” variant of the SUV is equipped with a 3-litre inline 6-cylinder petrol engine (360PS/500Nm) which powers all four wheels via an 8-speed automatic transmission. The former can sprint from 0-100 kmph in 7.9 seconds, while the “M40i” variant can do that in just 4.9 seconds.

Features: The BMW X3 comes with amenities such as a 12.3-inch touchscreen display, a 12.3-inch digital driver’s display, a 16-speaker Harman Kardon sound system, a panoramic sunroof, powered front seats with memory function, ambient lighting, and 3-zone climate control.

Safety: Passenger safety is taken care of by six airbags, electronic stability control, a 360-degree camera, parking assist, brake assist, traction control, front and rear parking sensors, and ISOFIX child seat anchorages.

Rivals: The BMW X3 takes on the Audi Q5, Volvo XC60 and the Mercedes-Benz GLC. The X3 M40i rivals the likes of Porsche Macan and Mercedes-Benz AMG GLC 43.
"
